image_id,true_label,predicted_label,confidence,second_label,second_probability,quality_status,suspected_label_issue,reviewed_by,notes
val_0322_8b26ac3e,skin_damaged,skin_damaged,0.590295,immature,0.294545,ok,pending_human_review,,low_confidence
val_0323_94730aa2,skin_damaged,spotted,0.49794,broken,0.254051,ok,pending_human_review,,low_confidence
val_0325_34ed6c93,skin_damaged,skin_damaged,0.524187,spotted,0.214639,ok,pending_human_review,,low_confidence
val_0328_ee95dffc,skin_damaged,skin_damaged,0.562433,broken,0.238135,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0331_268812c0,skin_damaged,skin_damaged,0.452992,immature,0.223809,ok,pending_human_review,,low_confidence
val_0333_41f5d35d,skin_damaged,immature,0.381818,spotted,0.336749,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0334_fb9eddb3,skin_damaged,skin_damaged,0.444887,spotted,0.365321,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0336_0bfeb4ee,skin_damaged,skin_damaged,0.365472,spotted,0.362478,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0337_e4d3330b,skin_damaged,skin_damaged,0.454907,broken,0.231597,ok,pending_human_review,,low_confidence
val_0339_a3c688f4,skin_damaged,skin_damaged,0.348657,immature,0.236946,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0342_9641cb81,skin_damaged,skin_damaged,0.569944,broken,0.165736,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0344_5c445193,skin_damaged,skin_damaged,0.510296,immature,0.252748,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0347_ffe0c47d,skin_damaged,immature,0.280528,spotted,0.27605,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0349_7f69ccd6,skin_damaged,skin_damaged,0.360393,broken,0.279402,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0350_87f15778,skin_damaged,skin_damaged,0.379786,immature,0.225259,ok,pending_human_review,,low_confidence
val_0353_6c17ac46,skin_damaged,spotted,0.455334,broken,0.25564,ok,pending_human_review,,low_confidence
val_0354_6998a144,skin_damaged,spotted,0.34798,immature,0.321498,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0355_3124f7f8,skin_damaged,immature,0.461509,skin_damaged,0.154465,ok,pending_human_review,,low_confidence
val_0356_421841bc,skin_damaged,broken,0.621416,skin_damaged,0.217462,ok,pending_human_review,,predicted_broken_true_other
val_0357_db6ecf7e,skin_damaged,skin_damaged,0.352328,broken,0.235793,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0358_efd9ca53,skin_damaged,skin_damaged,0.431714,spotted,0.308416,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0360_0e0aeb61,skin_damaged,skin_damaged,0.481937,immature,0.320746,ok,pending_human_review,,low_confidence
val_0362_02e9de4c,skin_damaged,skin_damaged,0.497322,spotted,0.35131,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0364_9ba7097d,skin_damaged,skin_damaged,0.48318,spotted,0.165406,warning:possible_blur,pending_human_review,,low_confidence
val_0365_2b19a2a4,skin_damaged,broken,0.283525,skin_damaged,0.240413,ok,pending_human_review,,predicted_broken_true_other;low_confidence;low_top1_top2_margin
val_0366_4d9ae8aa,skin_damaged,skin_damaged,0.337978,immature,0.288934,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0367_c57d9712,skin_damaged,skin_damaged,0.447047,broken,0.191273,ok,pending_human_review,,low_confidence
val_0368_4dc39c54,skin_damaged,skin_damaged,0.386461,broken,0.265784,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0369_af648d7e,skin_damaged,skin_damaged,0.348152,immature,0.317276,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0370_b7d05350,skin_damaged,skin_damaged,0.345816,spotted,0.249891,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0377_2c96af33,skin_damaged,immature,0.395856,skin_damaged,0.289647,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0378_d9edb3d0,skin_damaged,skin_damaged,0.321518,intact,0.321321,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0379_00bf896d,skin_damaged,skin_damaged,0.456396,immature,0.190069,ok,pending_human_review,,low_confidence
val_0384_bcc45cc7,skin_damaged,skin_damaged,0.478366,broken,0.255744,ok,pending_human_review,,low_confidence
val_0388_c84d2fe0,skin_damaged,immature,0.291763,skin_damaged,0.2909,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0389_f7675b46,skin_damaged,skin_damaged,0.534708,broken,0.2383,ok,pending_human_review,,low_confidence
val_0390_4f9f8bdf,skin_damaged,immature,0.397764,spotted,0.312854,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0392_9454bc01,skin_damaged,skin_damaged,0.295747,immature,0.200459,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0396_6631d284,skin_damaged,immature,0.501322,skin_damaged,0.224666,ok,pending_human_review,,low_confidence
val_0397_fc993232,skin_damaged,skin_damaged,0.554788,immature,0.20713,ok,pending_human_review,,low_confidence
val_0399_57bcb322,skin_damaged,spotted,0.472168,skin_damaged,0.210064,ok,pending_human_review,,low_confidence
val_0402_a781a757,skin_damaged,skin_damaged,0.478898,immature,0.280478,ok,pending_human_review,,low_confidence
val_0405_c9b0b2fc,skin_damaged,skin_damaged,0.544038,immature,0.202306,ok,pending_human_review,,low_confidence
val_0409_ad735ffd,skin_damaged,immature,0.495007,skin_damaged,0.403979,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0412_f59bcc04,skin_damaged,skin_damaged,0.308511,spotted,0.284383,warning:possible_blur;multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0416_2b75f6a1,skin_damaged,immature,0.389742,spotted,0.188329,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0419_3a302325,spotted,spotted,0.556971,broken,0.194133,ok,pending_human_review,,low_confidence
val_0420_e39951af,spotted,spotted,0.456172,broken,0.315095,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0421_6ac524da,spotted,broken,0.706965,spotted,0.152145,ok,pending_human_review,,predicted_broken_true_other
val_0422_29fa9f12,spotted,spotted,0.574367,immature,0.214666,ok,pending_human_review,,low_confidence
val_0425_e7da5a59,spotted,skin_damaged,0.529002,broken,0.345777,ok,pending_human_review,,low_confidence
val_0433_eae8ab5d,spotted,spotted,0.441836,skin_damaged,0.234985,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0434_eda12135,spotted,spotted,0.463675,immature,0.393347,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0436_fbd9c758,spotted,spotted,0.454114,immature,0.320828,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0438_a363f1a1,spotted,immature,0.325366,spotted,0.31216,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0442_7d1af60f,spotted,spotted,0.592996,skin_damaged,0.223772,warning:multiple_candidate_components,pending_human_review,,low_confidence
val_0449_05e790e2,spotted,spotted,0.483183,broken,0.279391,ok,pending_human_review,,low_confidence
val_0455_7bad3600,spotted,spotted,0.342597,immature,0.322268,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0461_6b5bc7c7,spotted,spotted,0.460555,immature,0.314201,warning:possible_blur,pending_human_review,,low_confidence;low_top1_top2_margin
val_0462_3cde270b,spotted,spotted,0.548407,skin_damaged,0.321693,warning:possible_blur,pending_human_review,,low_confidence
val_0463_c130d82e,spotted,spotted,0.577579,immature,0.182699,warning:possible_blur,pending_human_review,,low_confidence
val_0469_992b83f4,spotted,spotted,0.576911,immature,0.246163,warning:possible_blur,pending_human_review,,low_confidence
val_0470_37f3aac8,spotted,broken,0.543283,spotted,0.365468,warning:multiple_candidate_components,pending_human_review,,predicted_broken_true_other;low_confidence
val_0476_1c54d3e0,spotted,broken,0.390284,spotted,0.331548,warning:multiple_candidate_components,pending_human_review,,predicted_broken_true_other;low_confidence;low_top1_top2_margin
val_0477_ab7676d6,spotted,spotted,0.538006,immature,0.191552,ok,pending_human_review,,low_confidence
val_0479_0e4cdce0,spotted,skin_damaged,0.419694,spotted,0.306613,warning:multiple_candidate_components,pending_human_review,,low_confidence;low_top1_top2_margin
val_0482_b45e8994,spotted,skin_damaged,0.465829,spotted,0.393577,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0485_5c3a6e1f,spotted,spotted,0.538379,immature,0.196916,warning:possible_blur,pending_human_review,,low_confidence
val_0486_39248232,spotted,spotted,0.503798,skin_damaged,0.218476,ok,pending_human_review,,low_confidence
val_0488_97b6f44c,spotted,skin_damaged,0.332832,broken,0.234582,warning:possible_blur,pending_human_review,,low_confidence;low_top1_top2_margin
val_0491_f0bab650,spotted,spotted,0.541429,broken,0.201638,ok,pending_human_review,,low_confidence
val_0493_35f22b91,spotted,spotted,0.466031,broken,0.451885,ok,pending_human_review,,low_confidence;low_top1_top2_margin
val_0494_5e475816,spotted,spotted,0.498002,broken,0.246011,low_crop_confidence,pending_human_review,,low_confidence
val_0495_7355b459,spotted,broken,0.559548,spotted,0.163654,warning:multiple_candidate_components,pending_human_review,,predicted_broken_true_other;low_confidence
val_0499_e901a23d,spotted,spotted,0.561908,immature,0.21218,warning:possible_blur,pending_human_review,,low_confidence
val_0503_72a3242c,spotted,spotted,0.563054,broken,0.300698,ok,pending_human_review,,low_confidence
val_0505_9389d194,spotted,spotted,0.499763,immature,0.28061,warning:possible_blur,pending_human_review,,low_confidence
val_0512_84c7137f,spotted,spotted,0.447772,immature,0.237773,warning:possible_blur,pending_human_review,,low_confidence
val_0517_f980db2f,spotted,spotted,0.522431,immature,0.305693,ok,pending_human_review,,low_confidence
val_0520_0b0c7f15,spotted,broken,0.380138,skin_damaged,0.271811,warning:multiple_candidate_components,pending_human_review,,predicted_broken_true_other;low_confidence;low_top1_top2_margin
val_0521_70cd8147,spotted,spotted,0.442707,skin_damaged,0.28705,ok,pending_human_review,,low_confidence
val_0522_2920f666,spotted,spotted,0.403476,immature,0.370644,ok,pending_human_review,,low_confidence;low_top1_top2_margin
